#,Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng
1628,Pear Therapeutics,Boston,USA,North America,59.0,2022-11-14,22.0,268.0,209.0,Healthcare,Post-IPO,409,2022,42.35843,-71.05977
1630,Cloudinary,San Francisco Bay Area,USA,North America,40.0,2022-11-14,8.0,500.0,460.0,Media,Unknown,100,2022,37.35411,-121.95524
1635,Veev,San Francisco Bay Area,USA,North America,100.0,2022-11-11,30.0,333.0,233.0,Real Estate,Series D,597,2022,37.66882,-122.0808
1636,Forto,Berlin,Germany,Europe,60.0,2022-11-11,8.0,750.0,690.0,Logistics,Series D,593,2022,52.52437,13.41053
1640,GoTo Group,Jakarta,Indonesia,Asia,1300.0,2022-11-10,12.0,10833.0,9533.0,Transportation,Post-IPO,1300,2022,-6.21462,106.84513
1641,Juul,San Francisco Bay Area,USA,North America,400.0,2022-11-10,30.0,1333.0,933.0,Consumer,Unknown,1500,2022,37.77493,-122.41942
1642,Blend,San Francisco Bay Area,USA,North America,100.0,2022-11-10,6.0,1667.0,1567.0,Finance,Post-IPO,665,2022,37.77493,-122.41942
1643,InfluxData,San Francisco Bay Area,USA,North America,65.0,2022-11-10,27.0,241.0,176.0,Data,Series D,119,2022,37.77493,-122.41942
1645,SoundHound,San Francisco Bay Area,USA,North America,45.0,2022-11-10,10.0,450.0,405.0,Other,Post-IPO,326,2022,37.35411,-121.95524
1647,Ocavu,Lehi,USA,North America,20.0,2022-11-10,48.0,42.0,22.0,Crypto,Series A,11,2022,26.62535,-81.6248
1654,Meta,San Francisco Bay Area,USA,North America,11000.0,2022-11-09,13.0,84615.0,73615.0,Consumer,Post-IPO,26000,2022,37.45383,-122.18219
1655,Redfin,Seattle,USA,North America,862.0,2022-11-09,13.0,6631.0,5769.0,Real Estate,Post-IPO,320,2022,47.60621,-122.33207
1656,Flyhomes,Seattle,USA,North America,300.0,2022-11-09,40.0,750.0,450.0,Real Estate,Series C,310,2022,47.60621,-122.33207
1657,AvantStay,Los Angeles,USA,North America,144.0,2022-11-09,22.0,655.0,511.0,Travel,Private Equity …,686,2022,34.05223,-118.24368
1658,Root Insurance,Columbus,USA,North America,137.0,2022-11-09,20.0,685.0,548.0,Finance,Post-IPO,527,2022,39.96118,-82.99879
1659,Liftoff,San Francisco Bay Area,USA,North America,130.0,2022-11-09,15.0,867.0,737.0,Marketing,Acquired,6,2022,37.48522,-122.23635
1661,Plum,Bengaluru,India,Asia,36.0,2022-11-09,10.0,360.0,324.0,Healthcare,Series A,20,2022,12.97194,77.59369
1662,Kabam,San Francisco Bay Area,USA,North America,35.0,2022-11-09,7.0,500.0,465.0,Consumer,Acquired,244,2022,37.77493,-122.41942
1664,Namogoo,Tel Aviv,Israel,Asia,25.0,2022-11-09,15.0,167.0,142.0,Marketing,Series C,69,2022,32.08088,34.78057
1672,Repertoire Immu…,Boston,USA,North America,65.0,2022-11-08,50.0,130.0,65.0,Healthcare,Series B,257,2022,42.35843,-71.05977
1677,SaleSan Franciscoorce,San Francisco Bay Area,USA,North America,1000.0,2022-11-07,1.0,100000.0,99000.0,Sales,Post-IPO,65,2022,37.77493,-122.41942
1678,Unacademy,Bengaluru,India,Asia,350.0,2022-11-07,10.0,3500.0,3150.0,Education,Series H,838,2022,12.97194,77.59369
1679,Zendesk,San Francisco Bay Area,USA,North America,350.0,2022-11-07,5.0,7000.0,6650.0,Support,Acquired,85,2022,37.77493,-122.41942
1680,Dock,Sao Paulo,Brazil,South America,190.0,2022-11-07,12.0,1583.0,1393.0,Finance,Private Equity …,280,2022,-23.5475,-46.63611
1683,Varonis,New York City,USA,North America,110.0,2022-11-06,5.0,2200.0,2090.0,Security,Post-IPO,30,2022,40.71427,-74.00597
1686,Twitter,San Francisco Bay Area,USA,North America,3700.0,2022-11-04,50.0,7400.0,3700.0,Consumer,Post-IPO,12900,2022,37.77493,-122.41942
1688,Planetly,Berlin,Germany,Europe,200.0,2022-11-04,100.0,200.0,0.0,Other,Acquired,5,2022,52.52437,13.41053
1689,KoinWorks,Jakarta,Indonesia,Asia,70.0,2022-11-04,8.0,875.0,805.0,Finance,Unknown,180,2022,-6.21462,106.84513
1690,Exodus,Nebraska City,USA,North America,59.0,2022-11-04,22.0,268.0,209.0,Crypto,Unknown,60,2022,40.67667,-95.85917
1693,Stripe,San Francisco Bay Area,USA,North America,1000.0,2022-11-03,14.0,7143.0,6143.0,Finance,Series H,2300,2022,37.77493,-122.41942
1694,Lyft,San Francisco Bay Area,USA,North America,700.0,2022-11-03,13.0,5385.0,4685.0,Transportation,Post-IPO,4900,2022,37.77493,-122.41942
1696,Pleo,Copenhagen,Denmark,Europe,150.0,2022-11-03,15.0,1000.0,850.0,Finance,Series C,428,2022,55.67594,12.56553
1697,Delivery Hero,Berlin,Germany,Europe,100.0,2022-11-03,2.5,4000.0,3900.0,Food,Post-IPO,8300,2022,52.52437,13.41053
1698,Shippo,San Francisco Bay Area,USA,North America,60.0,2022-11-03,20.0,300.0,240.0,Logistics,Series E,154,2022,37.77493,-122.41942
1706,Opendoor,San Francisco Bay Area,USA,North America,550.0,2022-11-02,18.0,3056.0,2506.0,Real Estate,Post-IPO,0,2022,37.77493,-122.41942
1707,Chime,San Francisco Bay Area,USA,North America,156.0,2022-11-02,12.0,1300.0,1144.0,Finance,Series G,2300,2022,37.77493,-122.41942
1708,Chargebee,San Francisco Bay Area,USA,North America,142.0,2022-11-02,10.0,1420.0,1278.0,Finance,Series H,468,2022,37.77493,-122.41942
1709,Dapper Labs,Vancouver,Canada,North America,134.0,2022-11-02,22.0,609.0,475.0,Crypto,Series D,607,2022,49.24966,-123.11934
1710,Checkmarx,Tel Aviv,Israel,Asia,100.0,2022-11-02,10.0,1000.0,900.0,Security,Series C,92,2022,32.08088,34.78057
1711,Smava,Berlin,Germany,Europe,100.0,2022-11-02,15.0,667.0,567.0,Finance,Unknown,188,2022,52.52437,13.41053
1712,Iron Ox,San Francisco Bay Area,USA,North America,50.0,2022-11-02,50.0,100.0,50.0,Food,Series C,103,2022,37.77493,-122.41942
1719,Upstart,San Francisco Bay Area,USA,North America,140.0,2022-11-01,7.0,2000.0,1860.0,Finance,Post-IPO,144,2022,37.56299,-122.32553
1720,Gem,San Francisco Bay Area,USA,North America,100.0,2022-11-01,33.0,303.0,203.0,Recruiting,Series C,148,2022,37.77493,-122.41942
1721,Oda,Oslo,Sweden,Europe,70.0,2022-11-01,18.0,389.0,319.0,Food,Unknown,377,2022,59.91273,10.74609
1722,Oda,Oslo,Norway,Europe,70.0,2022-11-01,18.0,389.0,319.0,Food,Unknown,477,2022,59.91273,10.74609
1723,Oda,Oslo,Norway,Europe,70.0,2022-11-01,6.0,1167.0,1097.0,Food,Unknown,479,2022,59.91273,10.74609
1724,Hootsuite,Vancouver,Canada,North America,50.0,2022-11-01,5.0,1000.0,950.0,Marketing,Series C,300,2022,49.24966,-123.11934
1729,Kry,Stockholm,Sweden,Europe,300.0,2022-10-31,10.0,3000.0,2700.0,Healthcare,Series D,568,2022,59.32938,18.06871
1731,EquityZen,New York City,USA,North America,30.0,2022-10-31,27.0,111.0,81.0,Finance,Series B,11,2022,40.71427,-74.00597
1732,Equitybee,San Francisco Bay Area,USA,North America,25.0,2022-10-31,20.0,125.0,100.0,Finance,Series B,85,2022,37.44188,-122.14302
1735,Amazon,Seattle,USA,North America,150.0,2022-10-28,0.04497975910840122,333483.0,333333.0,Retail,Post-IPO,108,2022,47.60621,-122.33207
1736,Fifth Season,Pittsburgh,USA,North America,100.0,2022-10-28,100.0,100.0,0.0,Food,Series B,35,2022,40.44062,-79.99589
1739,RenoRun,Montreal,Canada,North America,210.0,2022-10-27,43.0,488.0,278.0,Construction,Series B,163,2022,45.50884,-73.58781
1740,Recharge,Los Angeles,USA,North America,84.0,2022-10-27,17.0,494.0,410.0,Finance,Series B,277,2022,34.05223,-118.24368
1745,MindBody,San Luis Obispo,USA,North America,400.0,2022-10-26,15.0,2667.0,2267.0,Fitness,Post-IPO,114,2022,35.28275,-120.65962
1746,Zillow,Seattle,USA,North America,300.0,2022-10-26,5.0,6000.0,5700.0,Real Estate,Post-IPO,97,2022,47.60621,-122.33207
1747,Cybereason,Boston,USA,North America,200.0,2022-10-26,17.0,1176.0,976.0,Security,Series F,750,2022,42.35843,-71.05977
1748,Argo AI,Pittsburgh,USA,North America,173.0,2022-10-26,6.070175438596491,2850.0,2677.0,Transportation,Unknown,3600,2022,40.44062,-79.99589
1751,Fundbox,San Francisco Bay Area,USA,North America,150.0,2022-10-25,42.0,357.0,207.0,Finance,Series D,553,2022,37.77493,-122.41942
1752,Embroker,San Francisco Bay Area,USA,North America,30.0,2022-10-25,12.0,250.0,220.0,Finance,Series C,142,2022,37.77493,-122.41942
1753,Vee,Tel Aviv,Israel,Asia,17.0,2022-10-25,50.0,34.0,17.0,HR,Seed,15,2022,32.08088,34.78057
1757,Cerebral,Walnut,USA,North America,400.0,2022-10-24,20.0,2000.0,1600.0,Healthcare,Series C,462,2022,34.02029,-117.86534
1758,Snyk,Boston,USA,North America,198.0,2022-10-24,14.0,1414.0,1216.0,Security,Series F,849,2022,42.35843,-71.05977
1760,Unico,Sao Paulo,Brazil,South America,50.0,2022-10-24,4.0,1250.0,1200.0,Other,Series D,336,2022,-23.5475,-46.63611
1761,OrCam,Jerusalem,Israel,Asia,62.0,2022-10-23,16.0,388.0,326.0,Healthcare,Unknown,86,2022,31.76904,35.21633
1762,Antidote Health,Tel Aviv,Israel,Asia,23.0,2022-10-23,38.0,61.0,38.0,Healthcare,Unknown,36,2022,32.08088,34.78057
1763,Khoros,Austin,USA,North America,120.0,2022-10-21,10.0,1200.0,1080.0,Sales,Private Equity …,138,2022,30.26715,-97.74306
1765,Elinvar,Berlin,Germany,Europe,43.0,2022-10-21,33.0,130.0,87.0,Finance,Unknown,30,2022,52.52437,13.41053
1766,Synapsica,New Delhi,India,Asia,30.0,2022-10-21,30.0,100.0,70.0,Healthcare,Series A,4,2022,28.65195,77.23149
1768,Hotmart,Belo Horizonte,Brazil,South America,227.0,2022-10-20,12.0,1892.0,1665.0,Marketing,Series C,127,2022,-19.92083,-43.93778
1769,Zeus Living,San Francisco Bay Area,USA,North America,64.0,2022-10-20,46.0,139.0,75.0,Real Estate,Series C,151,2022,37.77493,-122.41942
1770,Loom,San Francisco Bay Area,USA,North America,23.0,2022-10-20,11.0,209.0,186.0,Product,Series C,203,2022,37.77493,-122.41942
1775,Gopuff,Philadelphia,USA,North America,250.0,2022-10-19,1.851851851851852,13500.0,13250.0,Food,Series H,3400,2022,39.95238,-75.16362
1776,AtoB,San Francisco Bay Area,USA,North America,32.0,2022-10-19,30.0,107.0,75.0,Finance,Series B,177,2022,37.77493,-122.41942
1777,InfoSum,London,United Kingdom,Europe,20.0,2022-10-19,12.0,167.0,147.0,Security,Series B,88,2022,51.50853,-0.12574
1781,Faire,San Francisco Bay Area,USA,North America,84.0,2022-10-18,7.0,1200.0,1116.0,Retail,Series G,1700,2022,37.77493,-122.41942
1782,Leafly,Seattle,USA,North America,56.0,2022-10-18,21.0,267.0,211.0,Retail,Post-IPO,71,2022,47.60621,-122.33207
1787,Flipboard,San Francisco Bay Area,USA,North America,24.0,2022-10-16,21.0,114.0,90.0,Media,Unknown,235,2022,37.44188,-122.14302
1790,Beyond Meat,Los Angeles,USA,North America,200.0,2022-10-14,19.0,1053.0,853.0,Food,Post-IPO,122,2022,34.05223,-118.24368
1791,Beyond Meat,Los Angeles,USA,North America,200.0,2022-10-14,19.0,1053.0,853.0,Food,Post-IPO,122,2022,34.05223,-118.24368
1795,Playdots,New York City,USA,North America,65.0,2022-10-13,100.0,65.0,0.0,Consumer,Acquired,10,2022,40.71427,-74.00597
1797,Byju's,Bengaluru,India,Asia,2500.0,2022-10-12,5.0,50000.0,47500.0,Education,Private Equity …,0,2022,12.97194,77.59369
1798,6sense,San Francisco Bay Area,USA,North America,150.0,2022-10-12,10.0,1500.0,1350.0,Sales,Series E,426,2022,37.77493,-122.41942
1800,FrontRow,Bengaluru,India,Asia,130.0,2022-10-12,75.0,173.0,43.0,Education,Series A,17,2022,12.97194,77.59369
1801,Noom,New York City,USA,North America,500.0,2022-10-11,10.0,5000.0,4500.0,Healthcare,Series F,657,2022,40.71427,-74.00597
1803,Brex,San Francisco Bay Area,USA,North America,136.0,2022-10-11,11.0,1236.0,1100.0,Finance,Series D,1500,2022,37.77493,-122.41942
1804,Pacaso,San Francisco Bay Area,USA,North America,100.0,2022-10-11,30.0,333.0,233.0,Real Estate,Series C,217,2022,37.77493,-122.41942
1806,Udacity,San Francisco Bay Area,USA,North America,55.0,2022-10-11,13.0,423.0,368.0,Education,Unknown,235,2022,37.38605,-122.08385
1807,Linkfire,Copenhagen,Denmark,Europe,35.0,2022-10-11,35.0,100.0,65.0,Marketing,Seed,2,2022,55.67594,12.56553
1812,Momentive,San Francisco Bay Area,USA,North America,180.0,2022-10-10,11.0,1636.0,1456.0,Marketing,Post-IPO,1100,2022,37.56299,-122.32553
1813,Pavilion Data,San Francisco Bay Area,USA,North America,96.0,2022-10-10,96.0,100.0,4.0,Infrastructure,Series D,103,2022,37.33939,-121.89496
1814,Redesign Health,New York City,USA,North America,67.0,2022-10-10,20.0,335.0,268.0,Healthcare,Series C,315,2022,40.71427,-74.00597
1817,BioMarin,San Francisco Bay Area,USA,North America,120.0,2022-10-07,4.0,3000.0,2880.0,Healthcare,Post-IPO,585,2022,37.97353,-122.53109
1819,Crypto.com,Singapore,Singapore,Asia,2000.0,2022-10-06,30.0,6667.0,4667.0,Crypto,Unknown,156,2022,1.28967,103.85007
1820,Peloton,New York City,USA,North America,500.0,2022-10-06,12.0,4167.0,3667.0,Fitness,Post-IPO,1900,2022,40.71427,-74.00597
1823,Impossible Foods,San Francisco Bay Area,USA,North America,50.0,2022-10-06,6.0,833.0,783.0,Food,Series H,1900,2022,37.48522,-122.23635
1828,Built In,Chicago,USA,North America,50.0,2022-10-05,25.0,200.0,150.0,Recruiting,Series C,29,2022,41.85003,-87.65005
1830,8x8,San Francisco Bay Area,USA,North America,200.0,2022-10-04,9.0,2222.0,2022.0,Support,Post-IPO,253,2022,37.28717,-121.9499
1831,Zoomo,Sydney,Australia,Australia,65.0,2022-10-04,16.0,406.0,341.0,Transportation,Series B,105,2022,-33.86785,151.20732
1832,Homie,Salt Lake City,USA,North America,40.0,2022-10-04,13.0,308.0,268.0,Real Estate,Series B,35,2022,40.76078,-111.89105
1838,Spin,San Francisco Bay Area,USA,North America,78.0,2022-09-30,10.0,780.0,702.0,Transportation,Acquired,8,2022,37.77493,-122.41942
1843,Mux,San Francisco Bay Area,USA,North America,40.0,2022-09-29,20.0,200.0,160.0,Infrastructure,Series D,173,2022,37.77493,-122.41942
1846,DocuSign,San Francisco Bay Area,USA,North America,671.0,2022-09-28,9.0,7456.0,6785.0,Sales,Post-IPO,536,2022,37.77493,-122.41942
1849,Divvy Homes,San Francisco Bay Area,USA,North America,40.0,2022-09-27,12.0,333.0,293.0,Real Estate,Series B,180,2022,37.77493,-122.41942
1853,Moss,Berlin,Germany,Europe,70.0,2022-09-23,15.0,467.0,397.0,Finance,Series B,150,2022,52.52437,13.41053
1854,Foxtrot,Chicago,USA,North America,26.0,2022-09-23,4.0,650.0,624.0,Food,Series C,166,2022,41.85003,-87.65005
1855,Truiloo,Vancouver,Canada,North America,24.0,2022-09-23,5.0,480.0,456.0,Security,Series D,474,2022,49.24966,-123.11934
1857,NYDIG,New York City,USA,North America,110.0,2022-09-22,33.0,333.0,223.0,Crypto,Private Equity …,1400,2022,40.71427,-74.00597
1860,Kitty Hawk,San Francisco Bay Area,USA,North America,100.0,2022-09-21,100.0,100.0,0.0,Aerospace,Unknown,1,2022,37.44188,-122.14302
1862,Compass,New York City,USA,North America,271.0,2022-09-20,6.691358024691358,4050.0,3779.0,Real Estate,Post-IPO,1600,2022,40.71427,-74.00597
1864,Ada,Toronto,Canada,North America,78.0,2022-09-20,16.0,488.0,410.0,Support,Series C,190,2022,43.70643,-79.39864
1865,99,Sao Paulo,Brazil,South America,75.0,2022-09-20,2.0,3750.0,3675.0,Transportation,Acquired,244,2022,-23.5475,-46.63611
1869,Vesalius Therapeutics,Boston,USA,North America,29.0,2022-09-19,43.0,67.0,38.0,Healthcare,Series B,75,2022,42.35843,-71.05977
1872,Clear,Bengaluru,India,Asia,190.0,2022-09-16,20.0,950.0,760.0,Finance,Series C,140,2022,12.97194,77.59369
1873,TrueLayer,London,United Kingdom,Europe,40.0,2022-09-16,10.0,400.0,360.0,Finance,Series E,271,2022,51.50853,-0.12574
1874,LivePerson,New York City,USA,North America,193.0,2022-09-15,11.0,1755.0,1562.0,Support,Post-IPO,42,2022,40.71427,-74.00597
1875,Acast,Stockholm,Sweden,Europe,70.0,2022-09-15,15.0,467.0,397.0,Media,Post-IPO,126,2022,59.32938,18.06871
1876,WorkRamp,San Francisco Bay Area,USA,North America,35.0,2022-09-15,20.0,175.0,140.0,HR,Series C,67,2022,37.50716,-122.26052
1879,Twilio,San Francisco Bay Area,USA,North America,800.0,2022-09-14,11.0,7273.0,6473.0,Other,Post-IPO,614,2022,37.77493,-122.41942
1880,Pitch,Berlin,Germany,Europe,59.0,2022-09-14,30.0,197.0,138.0,Marketing,Series B,137,2022,52.52437,13.41053
1881,Infarm,Berlin,Germany,Europe,50.0,2022-09-14,5.0,1000.0,950.0,Other,Series D,604,2022,52.52437,13.41053
1884,Rubius,Boston,USA,North America,160.0,2022-09-13,75.0,213.0,53.0,Healthcare,Post-IPO,445,2022,42.35843,-71.05977
1885,Checkout.com,London,United Kingdom,Europe,100.0,2022-09-13,5.0,2000.0,1900.0,Finance,Series D,1800,2022,51.50853,-0.12574
1886,Taboola,New York City,USA,North America,100.0,2022-09-13,6.0,1667.0,1567.0,Marketing,Post-IPO,445,2022,40.71427,-74.00597
1887,Patreon,San Francisco Bay Area,USA,North America,80.0,2022-09-13,17.0,471.0,391.0,Media,Series F,413,2022,37.77493,-122.41942
1892,Compete,Tel Aviv,Israel,Asia,11.0,2022-09-12,28.0,39.0,28.0,HR,Series A,17,2022,32.08088,34.78057
1906,Pomelo Fashion,Bangkok,Thailand,Asia,55.0,2022-09-08,8.0,688.0,633.0,Retail,Unknown,120,2022,13.75398,100.50144
1910,Simple Feast,Copenhagen,Denmark,Europe,150.0,2022-09-07,100.0,150.0,0.0,Food,Unknown,173,2022,55.67594,12.56553
1914,Intercom,San Francisco Bay Area,USA,North America,49.0,2022-09-07,5.0,980.0,931.0,Support,Series D,240,2022,37.77493,-122.41942
1915,Pendo,Raleigh,USA,North America,45.0,2022-09-07,5.0,900.0,855.0,Product,Series F,469,2022,35.7721,-78.63861
1916,Demandbase,San Francisco Bay Area,USA,North America,27.0,2022-09-07,3.0,900.0,873.0,Sales,Series H,143,2022,37.77493,-122.41942
1920,Brave Care,Portland,USA,North America,40.0,2022-09-06,33.0,121.0,81.0,Healthcare,Series B,42,2022,45.52345,-122.67621
1921,Lawgeex,Tel Aviv,Israel,Asia,30.0,2022-09-06,33.0,91.0,61.0,Legal,Series C,41,2022,32.08088,34.78057
1924,Kuda,Lagos,Nigeria,Africa,23.0,2022-09-02,5.0,460.0,437.0,Finance,Series B,91,2022,6.45407,3.39467
1927,2TM,Sao Paulo,Brazil,South America,100.0,2022-09-01,15.0,667.0,567.0,Crypto,Unknown,250,2022,-23.5475,-46.63611
1928,Innovaccer,San Francisco Bay Area,USA,North America,90.0,2022-09-01,8.0,1125.0,1035.0,Healthcare,Series E,379,2022,37.77493,-122.41942
1930,Urban Sports Club,Berlin,Germany,Europe,55.0,2022-09-01,15.0,367.0,312.0,Fitness,Unknown,95,2022,52.52437,13.41053
1932,Snap,Los Angeles,USA,North America,1280.0,2022-08-31,20.0,6400.0,5120.0,Consumer,Post-IPO,4900,2022,34.05223,-118.24368
1933,GoodRx,Los Angeles,USA,North America,140.0,2022-08-31,16.0,875.0,735.0,Healthcare,Post-IPO,910,2022,34.05223,-118.24368
1934,Smava,Berlin,Germany,Europe,100.0,2022-08-31,10.0,1000.0,900.0,Finance,Unknown,188,2022,52.52437,13.41053
1935,Hippo Insurance,San Francisco Bay Area,USA,North America,70.0,2022-08-31,10.0,700.0,630.0,Finance,Post-IPO,1300,2022,37.44188,-122.14302
1938,TCR2,Boston,USA,North America,30.0,2022-08-31,20.0,150.0,120.0,Healthcare,Post-IPO,173,2022,42.35843,-71.05977
1939,Apartment List,San Francisco Bay Area,USA,North America,29.0,2022-08-31,10.0,290.0,261.0,Real Estate,Series D,169,2022,37.77493,-122.41942
1945,Immersive Labs,Bristol,United Kingdom,Europe,38.0,2022-08-30,10.0,380.0,342.0,Security,Series C,123,2022,51.45523,-2.59665
1948,54gene,Washington DC,USA,North America,95.0,2022-08-29,30.0,317.0,222.0,Healthcare,Series B,44,2022,38.89511,-77.03637
1954,Argyle,New York City,USA,North America,20.0,2022-08-26,7.0,286.0,266.0,Finance,Series B,78,2022,40.71427,-74.00597
1960,Reali,San Francisco Bay Area,USA,North America,140.0,2022-08-24,100.0,140.0,0.0,Real Estate,Series B,117,2022,37.77493,-122.41942
1961,Loop,Washington DC,USA,North America,15.0,2022-08-24,20.0,75.0,60.0,Finance,Series A,24,2022,38.89511,-77.03637
1963,Tier Mobility,Berlin,Germany,Europe,180.0,2022-08-23,16.0,1125.0,945.0,Transportation,Series D,646,2022,52.52437,13.41053
1964,Packable,New York City,USA,North America,138.0,2022-08-23,20.0,690.0,552.0,Retail,Unknown,472,2022,40.71427,-74.00597
1965,Q4,Toronto,Canada,North America,50.0,2022-08-23,8.0,625.0,575.0,Other,Series C,91,2022,43.70643,-79.39864
1966,Skedulo,San Francisco Bay Area,USA,North America,31.0,2022-08-23,8.0,388.0,357.0,HR,Series C,114,2022,37.77493,-122.41942
1967,Plato,San Francisco Bay Area,USA,North America,29.0,2022-08-23,50.0,58.0,29.0,HR,Seed,3,2022,37.77493,-122.41942
1968,DataRobot,Boston,USA,North America,242.0,2022-08-23,26.0,930.0,688.0,Data,Series G,1000,2022,42.35843,-71.05977
1973,NSO,Tel Aviv,Israel,Asia,100.0,2022-08-21,14.0,714.0,614.0,Security,Seed,1,2022,32.08088,34.78057
1974,Tufin,Boston,USA,North America,55.0,2022-08-21,10.0,550.0,495.0,Security,Acquired,21,2022,42.35843,-71.05977
1975,Amperity,Seattle,USA,North America,13.0,2022-08-20,3.0,433.0,420.0,Marketing,Series D,187,2022,47.60621,-122.33207
1976,Wayfair,Boston,USA,North America,870.0,2022-08-19,5.0,17400.0,16530.0,Retail,Post-IPO,0,2022,42.35843,-71.05977
1979,New Relic,San Francisco Bay Area,USA,North America,110.0,2022-08-18,5.0,2200.0,2090.0,Infrastructure,Post-IPO,214,2022,37.77493,-122.41942
1980,Wheel,Austin,USA,North America,35.0,2022-08-18,17.0,206.0,171.0,Healthcare,Series C,215,2022,30.26715,-97.74306
1984,Malwarebytes,San Francisco Bay Area,USA,North America,125.0,2022-08-17,14.0,893.0,768.0,Security,Series B,80,2022,37.35411,-121.95524
1990,AlayaCare,Montreal,Canada,North America,80.0,2022-08-16,14.0,571.0,491.0,Healthcare,Series D,293,2022,45.50884,-73.58781
1991,Pliops,Tel Aviv,Israel,Asia,12.0,2022-08-16,9.0,133.0,121.0,Data,Series D,205,2022,32.08088,34.78057
1992,Woven,Indianapolis,USA,North America,5.0,2022-08-16,15.0,33.0,28.0,HR,Series A,11,2022,39.76838,-86.15804
1997,Sema4,Stamford,USA,North America,250.0,2022-08-15,13.0,1923.0,1673.0,Healthcare,Post-IPO,791,2022,41.05343,-73.53873
1998,Blend,San Francisco Bay Area,USA,North America,220.0,2022-08-15,12.0,1833.0,1613.0,Finance,Post-IPO,665,2022,37.77493,-122.41942
